RC#,RC Name,Category,Vendor#,Vendor Name,Address 1,Address 2,City,State,ZIP code,Amount,TPN_ID
22,School of Education,6000,688777,SCHOOL PLANNER COMPANY,PO BOX 654018,,DALLAS,TX,75265,1508,22-6000-688777
22,School of Education,6000,688778,KIDS DISCOVER LLC,192 LEXINGTON AVE,STE 1003,NEW YORK,NY,10016,1440,22-6000-688778
22,School of Education,6000,689003,HEARTLAND PAYMENT SYSTEMS LLC/HEARTLAND,PO BOX 936565,,ATLANTA,GA,31193-6565,2064,22-6000-689003
22,School of Education,6000,689110,MHR TECHNOLOGIES INC,267 KENTLANDS BLVD #2034,,GAITHERSBURG,MD,20878,6600,22-6000-689110
22,School of Education,6000,689158,GRADUWAY INC,PO Box 746174,,ATLANTA,GA,30374-6174,9995,22-6000-689158
22,School of Education,6400,101555,DIVERSE ISSUES IN HIGHER EDUCATION,10520 WARWICK AVE STE B-8,,FAIRFAX,VA,22030-3136,1875,22-6400-101555
22,School of Education,6400,102474,CHRONICLE OF HIGHER EDUCATION,PO BOX 791122,,BALTIMORE,MD,21279-1122,1850,22-6400-102474
22,School of Education,6400,108211,NEW PITTSBURGH COURIER,PO BOX 2939,SUBSCRIPTION DEPARTMENT,PITTSBURGH,PA,15230-9939,1297,22-6400-108211
22,School of Education,6400,109234,PITTSBURGH POST GAZETTE,2201 SWEENEY DR,,CLINTON,PA,15026,4673,22-6400-109234
22,School of Education,6400,218649,PITTSBURGH COMMUNITY BROADCASTING CORPOR,2313 E CARSON ST,,PITTSBURGH,PA,15203,4110,22-6400-218649
22,School of Education,6400,219939,JOE APPEL PHOTOGRAPHY LLC,79 HERR STREET,,PITTSBURGH,PA,15209,1000,22-6400-219939
22,School of Education,6400,270675,RED OAK BRANDED SOLUTIONS,531 PHILADELPHIA STREET,,INDIANA,PA,15701,1968,22-6400-270675
22,School of Education,6400,320609,MEDIAQUEST,4891 CAMPBELLS RUN RD,,PITTSBURGH,PA,15205,5071,22-6400-320609
22,School of Education,6400,330227,ACADEMIC KEYS LLC,PO BOX 162,,STORRS,CT,06268-0162,1010,22-6400-330227
22,School of Education,6400,360423,BENDING OAK PUBLISHING,1041 SOUTH NEGLEY AVENUE,,PITTSBURGH,PA,15217,2322,22-6400-360423
22,School of Education,6400,409358,AOT INC,401 LOCUST STREET SUITE 2A,,CORAOPOLIS,PA,15108,2014,22-6400-409358
22,School of Education,6400,468295,CHILDREN'S INSTITUTE OF PITTSBURGH,1405 SHADY AVENUE,,PITTSBURGH,PA,15217-1350,14100,22-6400-468295
22,School of Education,6400,488609,ALLIANCE FOR YOUNG ARTISTS & WRITERS INC,557 BROADWAY,,NEW YORK,NY,10012,1560,22-6400-488609
22,School of Education,6400,500751,INRESONANCE,32 INDUSTRIAL DRIVE EAST,SUITE 1,NORTHAMPTON,MA,01060,66747,22-6400-500751
22,School of Education,6400,524487,DON FARR MOVING & STORAGE,4920 BUTTERMILK HOLLOW RD,,WEST MIFFLIN,PA,15122,10920,22-6400-524487
22,School of Education,6400,537360,YOURMEMBERSHIP.COM INC,DEPT 3461,PO BOX 123461,DALLAS,TX,75312-3461,1852,22-6400-537360
22,School of Education,6400,564110,HISPANIC RECRUITMENT SERVICES INC,PO BOX 16,,CROMWELL,CT,06416,1225,22-6400-564110
22,School of Education,6400,579964,"MCPARTLAND, CARLY ELIZABETH",124 STARBOARD VILLA LN,#312,GREENSBURG,PA,15601,1275,22-6400-579964
22,School of Education,6400,628632,CAYUSE LLC,121 SW SALMON ST STE 900,BLDG 1 9TH FL,PORTLAND,OR,97204,12856,22-6400-628632
22,School of Education,6400,666664,SBI,2359 RAILROAD STREET APT 2616,,PITTSBURGH,PA,15222,16775,22-6400-666664
22,School of Education,6400,677247,SCHOOL IMPROVEMENT GROUP LLC,1838 WESFORK RD,,MONTGOMERY,AL,36116,2340,22-6400-677247
22,School of Education,6400,688080,BRUCON PUBLISHING CO,PO BOX 139,,BARTONSVILLE,PA,18321,1325,22-6400-688080
22,School of Education,6400,693478,"TESTA, NINO",626 N MONTCLAIR AVE,,DALLAS,TX,75208,1000,22-6400-693478
22,School of Education,6400,700692,STORBECK SEARCH LLC,1400 N PROVIDENCE RD,STE 3500,MEDIA,PA,19063,55000,22-6400-700692
22,School of Education,6600,300088,RODEF SHALOM CONGREGATION,4905 FIFTH AVE,,PITTSBURGH,PA,15213,1600,22-6600-300088
22,School of Education,6900,163804,UCEA,1 UNIVERSITY STATION D5400,UNIVERSITY COUNCIL FOR EDUCATIONAL ADM,AUSTIN,TX,78712-0374,2500,22-6900-163804
22,School of Education,6900,326656,PAIS,PO BOX 590,,PLYMOUTH MEETING,PA,19462,4084,22-6900-326656
22,School of Education,6900,412510,PITTSBURGH PUBLIC SCHOOL DISTRICT,FOOD SERVICE,8 S. 13TH STREET,PITTSBURGH,PA,15203,6500,22-6900-412510
22,School of Education,6900,517244,PENN HILL GROUP LLC,777 6TH STREET NW,SUITE 500,WASHINGTON,DC,20001,2000,22-6900-517244
22,School of Education,6900,542364,NATIONAL ASSN OF INDEPENDENT SCHOOLS,PO BOX 75760,,BALTIMORE,MD,21275-5760,6625,22-6900-542364
22,School of Education,7100,204333,ADVANTAGE SPORT & FITNESS INC,2255 N TRIPHAMMER ROAD,,ITHACA,NY,14850-0000,1400,22-7100-204333
22,School of Education,7140,112977,CALDWELL'S WINDOWARE INC,166 WABASH ST,,PITTSBURGH,PA,15220,17377,22-7140-112977
22,School of Education,7300,300088,RODEF SHALOM CONGREGATION,4905 FIFTH AVE,,PITTSBURGH,PA,15213,202610,22-7300-300088
22,School of Education,7300,342495,CHILDRENS MUSEUM OF PITTSBURGH,10 CHILDRENS WAY,ALLEGHENY SQ,PITTSBURGH,PA,15212,18921,22-7300-342495
22,School of Education,7300,686249,ICON LEXINGTON PARTNERS LLC,C/O BAKER YOUNG CORP/AGENT,7440 MCKNIGHT RD SUITE 202,,PA,15237,164115,22-7300-686249
22,School of Education,7400,169104,CHARTWELLS DINING SERVICES,C/O COMPASS GROUP USA,PO BOX 417632,BOSTON,MA,02241-7632,75344,22-7400-169104
23,Swanson School of Engineering,6000,100028,A-M SYSTEMS INC,PO BOX 850,,CARLSBORG,WA,98324,1715,23-6000-100028
23,Swanson School of Engineering,6000,100213,AG TRIMBLE CO,2889 GLENMORE AVE,STE 1,PITTSBURGH,PA,15216-2161,10723,23-6000-100213
23,Swanson School of Engineering,6000,100877,APPLE COMPUTER INC,PO BOX 281877,,ATLANTA,GA,30384-1877,49246,23-6000-100877
23,Swanson School of Engineering,6000,101243,B&H PHOTO VIDEO,119 WEST 17TH STREET,,NEW YORK,NY,10011,4725,23-6000-101243
23,Swanson School of Engineering,6000,101489,BIO-RAD LABORATORIES,PO BOX 70272,,CHICAGO,IL,60673-0272,1144,23-6000-101489
23,Swanson School of Engineering,6000,102334,CHAMP PRINTING CO INC,730 FOURTH AVENUE,,CORAOPOLIS,PA,15108,1311,23-6000-102334
23,Swanson School of Engineering,6000,102368,CHARLES RIVER LABORATORIES INC,PO BOX 3869,,BOSTON,MA,02241,1025,23-6000-102368
23,Swanson School of Engineering,6000,102914,COPYRIGHT CLEARANCE CENTER INC,PO BOX 843006,,BOSTON,MA,02284-3006,1495,23-6000-102914
23,Swanson School of Engineering,6000,103356,DELL MARKETING LP,DEPT AT 40275,,ATLANTA,GA,31192-0001,142067,23-6000-103356
23,Swanson School of Engineering,6000,103467,DIGI-KEY CORP 1332,701 BROOKS AVENUE SOUTH,POST OFFICE BOX 677,THIEF RIVER FALLS,MN,56701-0677,44069,23-6000-103467
23,Swanson School of Engineering,6000,103536,DOBIL LABS INC,1661 EAST SUTTER ROAD,,GLENSHAW,PA,15116,150705,23-6000-103536
23,Swanson School of Engineering,6000,104257,FISHER SCIENTIFIC COMPANY LLC,PO BOX 406538,,ATLANTA,GA,30384-6538,32411,23-6000-104257
23,Swanson School of Engineering,6000,104384,FRANKLIN INTERIORS,PO BOX 6107,,HERMITAGE,PA,16148-0923,7532,23-6000-104384
23,Swanson School of Engineering,6000,105965,JACKSON LABORATORY,600 MAIN ST,,BAR HARBOR,ME,04609-1500,1584,23-6000-105965
23,Swanson School of Engineering,6000,105982,JAMECO ELECTRONICS,PO BOX 822,,BELMONT,CA,94002,18772,23-6000-105982
23,Swanson School of Engineering,6000,106557,LAKE SHORE CRYOTRONICS INC,DEPT L - #1018,,COLUMBUS,OH,43260,82504,23-6000-106557
23,Swanson School of Engineering,6000,106968,LPKF LASER & ELECTRONICS,6840 SW CANYON DR,,PORTLAND,OR,97225,1527,23-6000-106968
23,Swanson School of Engineering,6000,107327,MCGRAW-HILL COMPANIES,860 TAYLOR STATION ROAD,,BLACKLICK,OH,43004,1500,23-6000-107327
23,Swanson School of Engineering,6000,107813,MOUSER ELECTRONICS INC,328 ROUTE 46,SUITES 1 & 2,BUDD LAKE,NJ,07828,9490,23-6000-107813
23,Swanson School of Engineering,6000,107833,MSC INDUSTRIAL SUPPLY COMPANY,2025 ONTARIO STREET,KEY BANK-MAIL STOP OH-01-00-0511,CLEVELAND,OH,44115,6452,23-6000-107833
23,Swanson School of Engineering,6000,108046,NATIONAL INSTRUMENTS CORP,6504 BRIDGE POINT PARKWAY,,AUSTIN,TX,787305039,15669,23-6000-108046
23,Swanson School of Engineering,6000,109296,"PLANTSCAPE, INC",3101 LIBERTY AVE,,PITTSBURGH,PA,15201,7004,23-6000-109296
23,Swanson School of Engineering,6000,110967,STANFORD RESEARCH SYSTEMS,1290-D REAMWOOD AVE,,SUNNYVALE,CA,94089,3741,23-6000-110967
23,Swanson School of Engineering,6000,111080,STREM CHEMICALS,7 MULLIKEN WAY,DEXTER INDUSTRIAL PARK,NEWBURYPORT,MA,01950,1337,23-6000-111080
23,Swanson School of Engineering,6000,111308,TED PELLA INC,PO BOX 492477,,REDDING,CA,96049-2477,8039,23-6000-111308
23,Swanson School of Engineering,6000,111348,TEXAS INSTRUMENTS,INFORMATION TECH GROUP,PO BOX 198645,ATLANTA,GA,30384,4011,23-6000-111348
23,Swanson School of Engineering,6000,115104,LIFE TECHNOLOGIES CORP,PO BOX 79464,,BALTIMORE,MD,21279-0464,1744,23-6000-115104
23,Swanson School of Engineering,6000,117198,ALLIED HIGH TECH PRODUCTS INC,PO BOX 4608,2376 EAST PACIFICA PL,RANCHO DOMINGUEZ,CA,90220,10354,23-6000-117198
23,Swanson School of Engineering,6000,117323,MCMASTER-CARR SUPPLY CO,200 AURORA INDUSTRIAL PKY,,AURORA,OH,44202-8087,19498,23-6000-117323
23,Swanson School of Engineering,6000,117398,OFMS INC DBA INSITE,336 Main Street,,Cambridge,MA,02142-1014,15960,23-6000-117398
23,Swanson School of Engineering,6000,118895,ELECTRONIX EXPRESS,365 BLAIR ROAD,,AVENEL,NJ,07001,6481,23-6000-118895
23,Swanson School of Engineering,6000,118953,SIGMA-ALDRICH INC,PO BOX 535182,,ATLANTA,GA,30353-5182,8669,23-6000-118953
23,Swanson School of Engineering,6000,119466,ATCC,PO BOX 76349,AMERICAN TYPE CULTURE COLLECTIONS,BALTIMORE,MD,21275-6349,1954,23-6000-119466
23,Swanson School of Engineering,6000,136824,3D SYSTEMS INC,PO BOX 534963,,ATLANTA,GA,30353-4963,17712,23-6000-136824
23,Swanson School of Engineering,6000,140858,ASPEN TECHNOLOGY INC,20 CROSBY DR,,BEDFORD,MA,01730,8000,23-6000-140858
23,Swanson School of Engineering,6000,158386,ANSYS INC,PO BOX 4843,,BOSTON,MA,02212-4843,46592,23-6000-158386
23,Swanson School of Engineering,6000,161430,NOVANTA CORP,125 MIDDLESEX TURNPIKE,,BEDFORD,MA,07130,12922,23-6000-161430
23,Swanson School of Engineering,6000,163005,MEDLINE INDUSTRIES INC,ONE MEDLINE PLACE,,MUNDELEIN,IL,60060-4486,8400,23-6000-163005
23,Swanson School of Engineering,6000,172769,AW MILLER TECHNICAL SALES INC,7661 SENECA ST,PO BOX 69,EAST AURORA,NY,14052,1233,23-6000-172769
23,Swanson School of Engineering,6000,178014,EA FISCHIONE INSTRUMENTS INC,9003 CORPORATE CIRCLE,,EXPORT,PA,15632,2912,23-6000-178014
23,Swanson School of Engineering,6000,179664,SPECIALTY COATING SYSTEMS INC,5613 COLLECTIONS CENTER DRIVE,,CHICAGO,IL,60693,1063,23-6000-179664
23,Swanson School of Engineering,6000,181418,ARAMARK SPORTS & ENTERTAINMENT SERVICES,UNIVERSITY OF AKRON ATTN: COLEEN GAYDASH,ARAMARK EDUCATIONAL SERVICES,AKRON,OH,44325-9000,24956,23-6000-181418
23,Swanson School of Engineering,6000,181878,KAYAKU ADVANCED MATERIALS INC,PO BOX 844003,,BOSTON,MA,02284-4003,10944,23-6000-181878
23,Swanson School of Engineering,6000,185133,CDW GOVERNMENT INC,75 REMITTANCE DR,SUITE 1515,CHICAGO,IL,60675-1515,61358,23-6000-185133
23,Swanson School of Engineering,6000,187422,FEI COMPANY,2718 PAYSPHERE CIR,,CHICAGO,IL,60674,10308,23-6000-187422
23,Swanson School of Engineering,6000,193599,MTS SYSTEMS CORPORATION,14000 TECHNOLOGY DRIVE,,EDEN PRAIRE,MN,55344-0000,7340,23-6000-193599
23,Swanson School of Engineering,6000,194467,ALLEGHENY PIPE & SUPPLY CO,LEWIS AVENUE,,GROVETON,PA,15108-0000,1712,23-6000-194467
23,Swanson School of Engineering,6000,199496,MATERIALISE USA LLC,6111 JACKSON ROAD,,ANN ARBOR,MI,48103,19210,23-6000-199496
23,Swanson School of Engineering,6000,202421,AGILENT TECHNOLOGIES INC,PO BOX 945575,,ATLANTA,GA,30394-5575,5048,23-6000-202421
23,Swanson School of Engineering,6000,212828,HOME DEPOT,PO BOX 105991 DEPT 24,,ATLANTA,GA,30348,1857,23-6000-212828
23,Swanson School of Engineering,6000,215353,MATHESON TRI-GAS INC,21984 NETWORK PLACE,,CHICAGO,IL,60673-1219,16747,23-6000-215353
23,Swanson School of Engineering,6000,216574,ALTIUM INC,4275 EXECUTIVE SQUARE SUITE 825,,LA JOLLA,CA,92037-9150,2000,23-6000-216574
23,Swanson School of Engineering,6000,219717,CADENCE DESIGN SYSTEMS,4516 SETON CENTER PARKWAY,SUITE 300,AUSTIN,TX,78759,9000,23-6000-219717
23,Swanson School of Engineering,6000,230595,ABCAM INC,PO BOX 3460,,BOSTON,MA,02241-3460,3468,23-6000-230595
23,Swanson School of Engineering,6000,231390,CITRIX SYSTEMS,PO BOX 931686,,ATLANTA,GA,31193-1686,4255,23-6000-231390
23,Swanson School of Engineering,6000,241361,RSR ELECTRONICS,365 BLAIR RD,,AVENEL,NJ,07001,4246,23-6000-241361
23,Swanson School of Engineering,6000,248635,GRAINGER,3750 BROOKSIDE PKWY,STE 260,ALPHARETTA,GA,30022-1433,8851,23-6000-248635
23,Swanson School of Engineering,6000,249251,HEMOCUE AMERICA,250 S KRAEMER BLVD,MS B1SW11,BREA,CA,92821,2835,23-6000-249251
23,Swanson School of Engineering,6000,249588,BATES COLLEGE,OFFICE OF THE REGISTRAR,STUDENT FINANCIAL SERVICES,LEWISTON,ME,04240,18341,23-6000-249588
23,Swanson School of Engineering,6000,257832,COMSOL INC,1 NEW ENGLAND EXECUTIVE PARK,SUITE 350,BURLINGTON,MA,01803,2970,23-6000-257832
23,Swanson School of Engineering,6000,262204,NIKON INSTRUMENT INC,200 EXECUTIVE DRIVE UNIT A,,EDGEWOOD,NY,11717,3937,23-6000-262204
23,Swanson School of Engineering,6000,262228,AMAZON WEB SERVICES INC,PO BOX 530958,,ATLANTA,GA,30353-0958,19128,23-6000-262228
23,Swanson School of Engineering,6000,262518,PAYPAL,PO BOX 105658,PAYPAL CREDIT,ATLANTA,GA,30348,19443,23-6000-262518
23,Swanson School of Engineering,6000,266326,DYNAMISM INC,207 EAST OHIO ST,STE 200,CHICAGO,IL,60611-3238,6916,23-6000-266326
23,Swanson School of Engineering,6000,287273,VISHAY MEASUREMENTS GROUPS INC,PO BOX 931806,,ATLANTA,GA,31193-1806,1791,23-6000-287273
23,Swanson School of Engineering,6000,297213,LAURELL TECHNOLOGIES CORP,441 INDUSTRIAL DR,,NORTH WALES,PA,19454,5020,23-6000-297213
23,Swanson School of Engineering,6000,300131,NEWARK ELEMENT 14,33190 COLLECTION CENTER DR,,CHICAGO,IL,60693-0331,4711,23-6000-300131
23,Swanson School of Engineering,6000,300755,UNIVERSITY WAFER INC,"850 SUMMER ST, SUITE 207",,BOSTON,MA,02127,1037,23-6000-300755
23,Swanson School of Engineering,6000,308654,DHL EXPRESS,DHL EXPRESS / PHONE PAY,P O BOX 1041,ASHLAND,VA,23005-4041,1215,23-6000-308654
23,Swanson School of Engineering,6000,317797,SCHMITT MEASUREMENT SYSTEMS INC,2765 NW NICOLAI ST,,PORTLAND,OR,97210,1012,23-6000-317797
23,Swanson School of Engineering,6000,319271,SUPERLOGICS INC,9 MERCER RD,,NATICK,MA,01760,3704,23-6000-319271
23,Swanson School of Engineering,6000,319308,SPARK FUN ELECTRONICS,6175 LONGBOW DR,SUITE 200,BOULDER,CO,80301,1660,23-6000-319308
23,Swanson School of Engineering,6000,347964,"OPAL KELLY, INC.",PCARD,,,,00000,1805,23-6000-347964
23,Swanson School of Engineering,6000,350128,DIGILENT INC,215 EAST MAIN STREET,SUITE D,PULLMAN,WA,99163,12555,23-6000-350128
23,Swanson School of Engineering,6000,353264,TRION TECHNOLOGY,1025 S 52ND ST,,TEMPE,AZ,85281,2332,23-6000-353264
23,Swanson School of Engineering,6000,373500,PINE RESEARCH INSTRUMENTATION INC,2741 CAMPUS WALK AVE,BUILDING 100,DURHAM,NC,27705,1683,23-6000-373500
23,Swanson School of Engineering,6000,377007,DAVID APPROACH,424 SARAH WOODS DRIVE,,RED LION,PA,17356-7803,2715,23-6000-377007
23,Swanson School of Engineering,6000,380642,TA INSTRUMENTS-WATERS LLC,DEPT AT 952329,,ATLANTA,GA,31192-2329,1346,23-6000-380642
23,Swanson School of Engineering,6000,383470,HONEYWELL ANALYTICS INC,PO BOX 840067,,DALLAS,TX,75284-0067,2417,23-6000-383470
23,Swanson School of Engineering,6000,386968,"NETZSCH INSTRUMENTS NORTH AMERICA, LLC",37 NORTH AVENUE,,BURLINGTON,MA,01803,51600,23-6000-386968
23,Swanson School of Engineering,6000,387413,PHASESPACE INC,1937 OAK PARK BLVD SUITE A,,PLEASANT HILL,CA,94523,13074,23-6000-387413
23,Swanson School of Engineering,6000,388502,DASSAULT SYSTEMES AMERICAS CORP,3601 S GREEN RD 316,,BEACHWOOD,OH,44122-5719,14294,23-6000-388502
23,Swanson School of Engineering,6000,415591,GETCONNECT,PO BOX 975006,,DALLAS,TX,75397-5006,3900,23-6000-415591
23,Swanson School of Engineering,6000,416311,SPRINGSHARE LLC,31 GREYLOCK DRIVE,,GANSEVOORT,NY,12831,1430,23-6000-416311
23,Swanson School of Engineering,6000,428390,DENTON VACUUM LLC,1259 NORTH CHURCH ST,BUILDING 3,MOORESTOWN,NJ,08057,1737,23-6000-428390
23,Swanson School of Engineering,6000,428439,CARDINAL HEALTH 200 LLC,MEDICAL PRODUCTS AND SERVICES,PO BOX 905867,CHARLOTTE,NC,28290-5867,10319,23-6000-428439
23,Swanson School of Engineering,6000,442852,FOM NETWORKS INC,604 LONG ROAD,,GLENVIEW,IL,60025,4300,23-6000-442852
23,Swanson School of Engineering,6000,450677,LUMEN DYNAMICS GROUP INC,PO BOX 419329,,BOSTON,MA,02241-9329,1263,23-6000-450677
23,Swanson School of Engineering,6000,453432,CARAHSOFT TECHNOLOGY CORPORATION,12369 SUNRISE VALLEY DRIVE,SUITE D2,RESTON,VA,20191,1280,23-6000-453432
23,Swanson School of Engineering,6000,456502,BRUKER NANO INC,3601 CALLE TACATE  SUITE C,,CAMARILLO,CA,93012-5069,241733,23-6000-456502
23,Swanson School of Engineering,6000,471197,ROCSCIENCE INC,31 BALSAM AVENUE,,TORONTO,,M4E 3B5,3000,23-6000-471197
23,Swanson School of Engineering,6000,475566,KERN ELECTRONICS & LASERS INC,1501 INDUSTRIAL DRIVE,,WADENA,MN,56482,2679,23-6000-475566
23,Swanson School of Engineering,6000,482004,VALLEY DESIGN,PCARD,,,MA,014640000,1050,23-6000-482004
23,Swanson School of Engineering,6000,499626,SERVICE EXPRESS INC,3854 BROADMOOR AVENUE SE,,GRAND RAPIDS,MI,49512,1740,23-6000-499626
23,Swanson School of Engineering,6000,500747,ADVANCED LASER MATERIALS LLC,3115 LUCIUS MCCELVEY,,TEMPLE,TX,76504,2480,23-6000-500747
23,Swanson School of Engineering,6000,501426,VR3 ENGINEERING LTD,45 DUNLOP PLACE,,STRATFORD,,N5A 6S4,3310,23-6000-501426
23,Swanson School of Engineering,6000,504580,KRAMER TEST & MEASUREMENT LLC,1251 LOYAL DRIVE,,CLAIRTON,PA,15025,1767,23-6000-504580
23,Swanson School of Engineering,6000,509937,GO-U LLC,2310 RIDGE AVENUE,,EVANSTON,IL,60201,8500,23-6000-509937
23,Swanson School of Engineering,6000,521322,SUPRA OFFICE SOLUTIONS INC,PO BOX 201,,BALA CYNWYD,PA,19004,25880,23-6000-521322
23,Swanson School of Engineering,6000,529436,PTV AMERICA INC,"1530 WILSON BLVD, SUITE 510",,ATLINGTON,VA,22209,2183,23-6000-529436
23,Swanson School of Engineering,6000,536195,ACROSS INTERNATIONAL LLC,111 DORSA AVE,,LIVINGSTON,NJ,07039-1002,1720,23-6000-536195
23,Swanson School of Engineering,6000,549666,PLASSYS-BESTEK,"14, RUE DE LA GARE",,MAROLLES-EN-HUREPOIX,,91630,1550,23-6000-549666
23,Swanson School of Engineering,6000,550207,EOS OF NORTH AMERICA INC,"28970 CABOT DR, SUITE 700",,NOVI,MI,48377,11211,23-6000-550207
23,Swanson School of Engineering,6000,554161,"ZITO, JOSHUA ANTHONY",4396 LYDIA ST,,PITTSBURGH,PA,15207,2548,23-6000-554161
23,Swanson School of Engineering,6000,564181,MINERD & SONS INC,PO BOX 581,,LAWRENCE,PA,15055,1122,23-6000-564181
23,Swanson School of Engineering,6000,576663,EPISERVER INC,542 AMHERST ST,ROUTE 101A,NASHUA,NH,03063,35579,23-6000-576663
23,Swanson School of Engineering,6000,578026,LONG TRAIL SUSTAINABILITY,830 TAFT ROAD,,HUNTINGTON,VT,05462,2450,23-6000-578026
23,Swanson School of Engineering,6000,592137,WHOVA INC,6540 LUSK BLVD SUITE c214,,SAN DIEGO,CA,92121,3199,23-6000-592137
23,Swanson School of Engineering,6000,594290,MC MACHINERY SYSTEMS INC,DEPT CH 10800,,PALATINE,IL,60055-0800,1002,23-6000-594290
23,Swanson School of Engineering,6000,597246,TOOLING UNIVERSITY LLC,3615 SUPERIOR AVE E   SUITE 4405A,,CLEVELAND,OH,44114,1500,23-6000-597246
23,Swanson School of Engineering,6000,602107,ANGSTROM ENGINEERING,91 TRILLIUM DRIVE,,KITCHENER,,N2E 1W8,3759,23-6000-602107
23,Swanson School of Engineering,6000,603507,RABBIT LASER USA LLC,1320 HOOK DRIVE,,MIDDLETOWN,OH,45042,4123,23-6000-603507
23,Swanson School of Engineering,6000,605478,NANOSCRIBE GMBH,HERMANN-VON-HELMHOLTZ-PLATZ 1,,EGGENSTEIN-LEOPOLDSHAFEN,,76344,1075,23-6000-605478
23,Swanson School of Engineering,6000,606994,WSM TECHNOLOGY INC,PO BOX 396,,ROOTSTOWN,OH,44272,3890,23-6000-606994
23,Swanson School of Engineering,6000,619373,PIEDMONT PLASTICS INC,PO BOX 931291,,ATLANTA,GA,31193-1291,1280,23-6000-619373
23,Swanson School of Engineering,6000,620065,CONTOUR FINE TOOLING INC,143 JAFFREY ROAD,,MARLBOROUGH,NH,03455,1864,23-6000-620065
23,Swanson School of Engineering,6000,632249,ASANA INC,1550 BRYANT ST STE 200,,SAN FRANCISCO,CA,94103,2398,23-6000-632249
23,Swanson School of Engineering,6000,633984,RAITH AMERICA INC,1377 LONG ISLAND MOTOR PKWY,STE 101,ISLANDIA,NY,11749,474800,23-6000-633984
23,Swanson School of Engineering,6000,637419,TECHNOLOGIE TRANSFER INITIATIVE GMBH AN,NOBELSTRASSE 15,,STUTTGART,,D-70569,1673,23-6000-637419
23,Swanson School of Engineering,6000,646743,VDM METALS USA LLC,306 COLUMBIA TURNPIKE,,FLORHAM PARK,NJ,07932,7116,23-6000-646743
23,Swanson School of Engineering,6000,651358,PAYPRO GLOBAL INC,225 THE EAST MALL STE 1117,,TORONTO,,M9B0A9,5595,23-6000-651358
23,Swanson School of Engineering,6000,654776,"GEHRIS, LYSIA JACQUELINE",252 TERRA RD,,COGAN STATION,PA,17728,1471,23-6000-654776
23,Swanson School of Engineering,6000,664732,FARONICS TECHNOLOGIES USA INC,5506 SUNOL BLVD SUITE 202,,PLEASANTON,CA,94566,5600,23-6000-664732
23,Swanson School of Engineering,6000,665602,TEXYS AMERICA LLC,7301 GEORGETOWN ROAD SUITE 125,,INDIANAPOLIS,IN,46268,1045,23-6000-665602
23,Swanson School of Engineering,6000,665604,PIE SCIENTIFIC LLC,3209 WHIPPLE ROAD,,UNION CITY,CA,94587,21199,23-6000-665604
23,Swanson School of Engineering,6000,666346,FERROTEC USA CORPORATION,33 CONSTITUTION DRIVE,,BEDFORD,NH,03110,1650,23-6000-666346
23,Swanson School of Engineering,6000,667388,MICROBIAL GENOME SEQUENCING CENTER LLC,355 FIFTH AVENUE SUITE 810,,PITTSBURGH,PA,15222,3500,23-6000-667388
23,Swanson School of Engineering,6000,678419,AMBRELL CORPORATION,1655 LYELL AVE,,ROCHESTER,NY,14606,25555,23-6000-678419
23,Swanson School of Engineering,6000,679621,VEECO PROCESS EQUIPMENT INC,1 TERMINAL DR,,PLAINVIEW,NY,11303,1451,23-6000-679621
23,Swanson School of Engineering,6000,686201,VASP SOFTWARE GMBH,SENSENGASSE 8/12,,VIENNA,,1090,6133,23-6000-686201
23,Swanson School of Engineering,6000,687930,MOTU INC,1280 MASS AVE,,CAMBRIDGE,MA,02138,2000,23-6000-687930
23,Swanson School of Engineering,6000,690831,TEAMWORK CREW LIMITED,TEAMWORK CAMPUS 1,BLACKPOOL RETAIL PK,CORK,,T23 F902,2295,23-6000-690831
